playlist_id,track_ids
169,19858 7157 7739 14213 4710 13043 14375 18615 6409 11268
180,17515 6433 436 14453 17420 7400 5606 9034 2402 20571
199,14149 8487 9229 1944 1898 17056 11258 4916 7256 18496
210,19305 14904 16583 394 2006 8112 5751 5429 18743 14509
220,9003 6408 6776 1060 8709 7544 14033 19340 8466 8045
221,6253 15578 360 18381 17096 4364 2740 10264 13782 12563
227,9229 18040 12075 3855 7197 4916 13862 14289 4023 10975
228,18361 4148 1944 4743 2508 4369 18404 2730 16708 19462
231,508 10481 9229 3944 20007 1149 4962 8640 16457 520
235,2000 11510 18090 15185 6624 14370 7416 10577 1513 17241
239,17663 6672 9246 8047 18645 11510 3242 15988 2551 7490
241,5359 4026 18421 1641 7163 4058 10706 15090 3788 1133
244,13237 360 15209 14395 18728 10264 17096 15578 13782 4364
255,3885 13139 10250 13101 1746 17239 573 11107 15578 8956
256,19462 16708 1060 8356 5655 3624 11882 7256 12931 12550
258,14591 11366 6253 360 14395 4364 15209 18381 15578 10264
262,14008 2151 1149 20172 16502 4514 16994 13029 411 3830
265,8155 11200 20591 13032 16009 14180 3067 11243 5664 3169
268,5817 3855 3750 14149 18249 10975 56 4743 4023 9231
270,7153 14944 14247 7941 7264 3749 19846 13957 17143 638
271,8342 394 19466 19075 8033 19305 5023 10691 14306 16583
272,12712 15988 2551 6672 15098 18425 18645 3961 8731 16732
275,13237 6253 10264 360 13980 14591 17239 8956 15578 11107
277,10481 4301 7224 16673 8640 14659 11715 6971 1023 15942
290,14907 2508 19462 18404 4148 12931 4774 2730 10521 13406
302,10269 20169 16994 4026 13029 2627 1714 3551 16866 37
303,17663 19969 9473 4253 2551 663 9834 18824 15722 5149
310,8749 4603 20443 7811 6557 16451 19243 9676 11233 12164
315,8526 15778 17056 7256 1944 4029 12550 8999 17249 8356
316,9388 4774 10521 13599 6920 8645 8138 9718 5125 9944
326,17034 9941 20169 8304 16820 10636 12639 18074 3811 16601
332,15558 2088 1357 8573 17420 3418 7577 9034 7312 10013
337,14826 10848 1149 8866 16994 20172 868 4910 3830 10269
362,16494 12622 6918 18876 8452 4566 13731 2518 222 17281
365,8437 14659 20461 12765 13129 6732 20135 10055 16433 7989
368,14395 17239 14591 13980 15578 6253 10264 2674 360 10629
370,18679 5297 20558 12526 5455 2197 15458 15360 11793 12246
378,6925 1830 20371 5778 4707 19321 11282 11722 19775 9430
392,2674 13139 11070 11107 8956 15578 10848 18440 9705 3885
401,10848 16502 14826 4910 2497 20172 20263 17584 20515 8491
403,5020 8437 20359 9491 5485 20135 12765 14456 15347 6732
407,7550 17404 18418 2920 3880 9528 5527 2719 18899 281
408,13980 14591 15209 6253 18728 14395 8956 14527 13237 18381
413,37 15781 15090 20169 4058 5564 10269 16866 18399 10706
422,2489 3256 4433 14012 8640 4467 1180 10259 13297 2922
432,16930 3944 520 8950 6492 19152 1979 20497 19058 8498
437,3944 16930 913 20497 2887 682 15360 5893 17359 520
441,4865 8498 405 19733 8138 1502 913 17200 15360 2887
448,20263 13216 14758 18096 7485 11638 13250 17774 11740 19662
451,4026 1587 15781 20169 10708 10269 3551 3788 14378 15661
452,11107 10250 1746 17239 15578 13237 18381 14052 8956 6253
455,13276 11016 4072 395 2807 5527 4201 13573 1333 6915
460,8956 13980 14395 17239 6253 18381 16236 18728 3885 12425
467,16861 10926 20121 19205 8297 18026 2392 2869 5878 15312
470,5606 7506 12510 14826 648 868 8866 2997 20172 10848
492,8749 5924 12311 11233 1063 20443 14714 14765 20242 4603
495,17200 11074 17820 9963 14149 1502 14154 1898 12539 6695
497,2117 17157 550 13034 13006 5576 20362 13990 15907 541
500,1641 1020 10742 12721 8112 14178 5534 9804 3375 10691
504,3364 3124 13711 10277 193 6790 2693 3195 11929 11315
505,1898 9229 7197 18040 3855 4023 16008 1247 14149 10975
509,5606 16820 2997 8767 2437 7506 8953 12510 14826 4910
514,17096 2740 1494 14591 5928 17972 3190 1260 18728 6253
515,16686 108 17382 14434 1066 9645 8978 19735 7479 19977
527,5840 14660 20043 12128 4709 20008 16348 20022 14853 19391
528,9034 15558 7400 2088 2418 20408 5881 16820 8418 17515
529,8491 20172 7506 1111 11943 4910 16494 411 8145 8866
532,19858 14375 7739 14213 2417 18254 4085 1473 10618 4710
537,20145 6246 15093 12879 1730 19956 8926 5658 17826 233
545,6925 1830 20371 18285 16465 5674 19352 7436 19091 18547
552,19462 8167 18404 16708 8600 1300 11882 17026 12666 16521
554,2674 11107 4965 8956 16973 17239 8018 80 8749 16820
558,3648 4052 11257 15650 5042 8749 12311 1373 13424 4189
559,4672 3242 10442 6672 2551 7490 6821 15988 12071 17663
564,6223 7416 2000 15185 11882 6624 12815 2359 20247 17241
567,2631 7844 4201 4072 15974 15485 2719 6911 12225 18751
574,8045 2730 18404 4369 7544 4743 9003 9231 1253 12931
580,20172 10848 7506 648 5606 411 4949 4401 10251 14826
581,17154 10100 12311 10419 11233 19243 7460 15167 4603 5668
582,17634 4909 15498 7460 14714 14597 8358 17154 358 2794
592,16708 8709 16521 4743 2508 19340 56 19462 15050 1060
595,13980 8956 13237 14395 6253 18728 17096 360 18381 15209
601,7323 3413 17764 14679 3919 16861 3212 10694 3832 12295
603,6 17764 14679 3212 3832 10694 12295 9961 15633 3919
604,17383 8129 12804 1777 5700 15392 1826 2915 17748 19135
611,12426 2980 16433 1290 19991 13624 17984 3698 4301 15775
615,10081 11016 1039 10870 14558 16336 8781 15485 913 18751
619,13129 11715 18303 10201 9903 6577 12507 24 9784 5971
622,6093 624 18876 11283 9429 9051 13024 6584 4136 6918
625,19858 14375 14213 1012 18254 7157 18615 13043 1374 10618
628,12623 9231 8709 6776 8045 8466 14430 4743 6868 4199
631,16274 11938 17301 2160 19494 16482 11835 6530 8595 1385
633,13980 15578 18728 14591 6892 14758 14395 6253 13237 3190
636,9670 12173 6 17764 3832 2212 10694 15633 19292 3919
642,13006 5881 9291 16820 13980 15209 1534 14591 11366 9710
643,14375 1473 1012 1374 4710 6409 12929 9441 16311 9111
646,5846 18899 3403 14994 1144 15495 10636 13439 7920 7722
665,17096 2740 14591 18728 6253 3190 360 8956 13237 1260
667,3698 9903 14571 5722 12765 5859 15893 11947 3304 3001
676,573 3885 18649 541 10250 2674 9712 17239 6253 18381
680,663 6821 17744 1082 18856 17414 9246 13056 17869 19852
683,4720 1020 14178 699 3491 5534 16486 5524 2006 3375
686,11654 18289 3212 14679 2212 9961 4255 19654 19292 3919
691,19243 17154 15650 1063 13542 20443 5924 4189 4052 11233
696,11151 755 5708 7427 12576 19711 19852 20054 17744 5547
703,5924 12526 8828 16451 15471 3173 13216 9963 12436 15779
704,411 3830 2497 14826 16502 15771 5572 7506 20515 4401
707,13706 19781 17597 18074 20134 11107 5890 18401 11896 13865
708,10019 19396 9205 553 16460 15783 11870 1329 16274 10877
709,17663 10834 14147 9834 18856 9473 1992 9246 18824 5149
714,11740 11756 9491 20359 3304 12507 15942 19929 20532 8437
715,387 12196 19008 16331 5786 8033 1779 1020 10691 13593
717,13980 10496 15578 2740 14591 14309 12963 8956 10828 360
719,19494 12919 5054 16274 10877 14072 4926 2160 2680 1385
721,573 18381 7619 6253 360 10264 2037 13980 3885 13101
722,10930 1710 18059 7989 19173 3001 18763 14360 8885 11425
724,17550 3410 16080 19486 15386 20213 10367 4998 10992 5746
731,12721 4013 20169 19838 1020 7153 1641 11357 1587 13029
735,6253 18728 11366 360 17096 18381 4364 17239 2740 10496
737,4089 508 2989 10481 7081 3256 9886 5020 519 12765
740,9003 2508 7544 12623 6408 56 16521 4800 12075 5750
744,3001 15090 19991 15775 4301 15750 5564 2980 4058 16433
746,3860 9253 19462 5474 2236 5655 658 3624 17563 11882
757,12721 396 15781 16379 1020 7163 3551 13891 19008 4058
759,7550 5527 18377 6915 14832 19119 17404 4072 16338 11682
770,14826 11943 8866 1714 1422 16494 5606 12510 3519 7506
773,11157 6496 10089 12507 12043 18726 8437 9491 6823 5892
774,8160 12633 18617 10684 11196 8377 11661 2891 8360 12461
788,6103 15474 20197 20263 18096 11226 411 2873 6214 13216
791,5606 11943 7506 16601 8866 2780 1714 10848 5141 10711
804,6565 8464 18875 15680 18503 3644 1196 1975 3925 6242
807,10269 10706 16994 3788 15781 12639 20605 1085 16379 1714
818,8640 13154 7224 10089 8437 9120 20163 15942 12507 3256
837,13542 1063 4603 16451 15650 10419 20443 4909 14524 4189
848,17635 12071 8047 7416 19969 4253 17241 18852 9580 9473
854,5675 149 2029 7183 19060 1282 12437 10019 9233 7417
856,17709 3776 16433 6823 11157 7989 14309 894 1605 6892
859,6776 8045 7544 12623 6408 8709 8466 19340 1060 9257
882,573 8822 18649 3885 9826 12594 8681 16820 2674 13101
914,19602 7163 1641 4058 12510 1149 19254 16994 3830 1953
916,6925 1830 3535 15624 5252 4707 11722 19775 18479 16697
924,4106 11196 7485 5089 13250 17774 10684 18266 20152 11638
925,2551 17663 20232 12712 19969 6672 9473 4253 9940 7558
926,4514 11664 10848 20172 868 5141 14826 7506 3830 8866
927,16930 20007 7363 1979 6492 8950 9314 11599 20497 19336
928,15781 797 19602 5100 4910 14826 3519 3788 16994 8345
938,13997 19413 972 1447 170 6971 12307 15183 2450 1023
949,4106 13250 18096 12990 17774 12436 2873 7485 11638 19662
951,8466 6408 15050 9257 9003 12623 18599 6776 5750 7544
953,9804 2980 2132 10691 6433 14509 16583 4695 10977 11646
957,4079 2783 17971 4268 17052 7914 2931 2758 5470 5184
961,3961 11510 6624 8047 17241 17635 17663 12008 15185 6223
962,5474 9003 8709 12623 9231 12931 14547 13022 7544 13401
963,3961 7416 17241 14370 6672 7490 18755 2000 18090 18645
964,10293 752 11595 463 18991 3321 13960 2336 11102 8066
976,14826 5606 16601 7506 1111 1714 20172 411 648 10269
981,16673 3698 4301 19339 15775 2980 7989 4954 3477 10833
984,1840 8835 16673 11010 18910 15775 8437 15046 3304 7989
988,8356 2159 5186 17200 8218 8001 16387 15886 163 15341
994,7539 9175 20262 13384 14774 11088 16288 4737 2638 1329
995,4089 4301 16673 14662 10481 972 16579 17129 17114 19339
1004,7506 14826 5141 648 8866 4910 20167 16601 2151 868
1009,16486 394 387 9804 10691 6788 12196 5023 19305 19008
1011,8342 14306 8033 13593 4219 12196 1205 4745 8618 19466
1016,8356 4347 1944 18830 371 4549 8725 7256 6343 15750
1017,9163 15498 4026 14597 12940 11313 8358 10100 394 5668
1018,1290 14360 7989 6823 12715 16433 16083 15775 2980 20372
1021,5700 12804 2915 17383 1246 15503 8129 15392 15548 10446
1027,6509 5965 15703 10916 17744 19711 10511 2693 7453 12536
1031,4949 10848 20172 14826 2497 11943 1189 7506 868 8491
1034,16645 8796 7147 15355 4814 1486 7550 18418 3880 13123
1035,14907 18361 4369 19462 12075 4743 9003 9231 6606 12931
1045,16502 20515 17584 3556 3976 8491 5768 2919 10788 20172
1046,3097 3558 5633 12599 3790 10234 10629 9442 1020 1231
1050,7891 17096 1382 14527 5928 13980 14982 3729 1260 4632
1052,12931 7544 2508 9003 8709 1300 13670 18275 17563 12623
1056,4506 3264 8113 18078 18515 13022 6489 20316 5601 15716
1057,2090 9007 14012 10118 14091 12906 9963 3287 17530 12802
1065,8145 344 10838 8426 975 11943 18956 6844 1111 868
1066,3622 7904 6466 2897 11573 16973 3648 2853 19398 7700
1070,1180 2736 4467 14012 8041 3021 12789 1849 9183 15646
1073,18899 5846 19414 15428 7920 5031 16039 16615 13489 10894
1083,13139 360 13237 18649 10264 6253 14591 13980 8956 1746
1087,13029 16994 1111 2627 4910 37 10591 14826 6353 12639
1092,19770 14904 9804 9579 2665 19466 18743 19305 394 8342
1094,15931 16297 8838 14827 18059 12906 16404 14213 6529 14903
1098,4467 1849 14012 9183 1180 10259 8172 11006 17281 15646
1099,12510 10848 20172 15900 8866 2151 4910 1149 8491 20167
1103,3698 4301 4359 3001 14360 4954 7989 1023 13154 10089
1104,17897 19555 5881 16024 15931 913 11164 18220 4965 12906
1106,1830 3535 19352 4526 15624 5674 4707 18547 19091 5778
1108,15312 9060 9670 12173 3413 17764 18289 3832 12295 4255
1115,7989 9984 3424 14360 16579 4301 9383 10957 12715 817
1120,6113 7133 18051 1813 953 16491 13105 4881 7174 18897
1122,2508 15050 9257 9003 6408 9231 12623 6776 7544 4743
1126,14826 20172 7506 5606 8491 2497 868 4910 4401 411
1128,8491 2497 411 16502 20515 4401 15771 14826 2919 3830
1129,4201 14832 6915 7550 11682 10316 19024 11016 10659 18377
1147,6197 8297 2392 15312 11654 7323 12173 9060 9670 18289
1161,5606 7506 10848 20172 3830 5141 648 8491 12510 8145
1163,7544 8709 8466 6868 9257 12931 14430 1060 18599 15050
1164,8138 19446 6695 17820 8169 18830 405 18419 12142 7256
1169,11882 12666 14022 13406 17586 1300 1060 14471 12931 56
1173,13980 13237 18728 360 18381 13139 17096 3885 10264 2740
1174,15752 6423 11174 17312 17080 6284 9465 12360 17076 6132
1176,10019 1329 15783 1385 149 9205 19396 5675 16460 12029
1185,9740 10760 10966 6153 11327 3754 752 14730 1713 1787
1210,19969 9834 11688 17663 10834 18856 4253 9940 18824 12868
1223,4106 11661 17774 1605 11196 8160 7485 2081 14758 13250
1224,20007 8950 12220 16930 520 6492 18426 20417 3944 11599
1226,8953 3644 18875 9710 12834 16314 16772 12639 7326 19699
1233,9007 2085 14604 8692 15585 877 3021 11462 8378 4467
1237,14487 18713 7347 18667 9841 1985 6146 20123 679 5320
1238,7506 10848 1111 4910 5606 8145 3431 868 20172 8866
1243,16820 5100 20169 16601 8304 7009 9291 797 10706 2912
1244,12142 19446 11074 14248 11123 4947 6695 16113 15414 8717
1246,11510 6624 3961 7416 6672 17241 17635 9882 9655 6703
1254,2780 7009 9291 1719 8018 11070 2437 17568 8822 12599
1257,19555 3835 19243 15413 5881 16973 10013 8573 12311 14714
1268,20461 14147 14659 13435 6732 9834 14509 10584 6971 20135
1274,2674 20172 8491 11107 13139 13542 3885 2497 5606 8749
1284,19730 4466 14903 18906 10285 1723 414 14632 15931 3192
1285,3876 4346 8849 10346 5193 13624 12668 1588 8540 7989
1287,3511 13034 17826 3787 216 20555 2274 11006 8437 4144
1294,16866 7545 20169 7077 6954 1111 1900 4834 10269 18986
1297,10801 4774 1194 17822 4369 14907 2508 13599 18404 4743
1300,14147 19969 17663 9473 11688 18824 6137 663 5149 10834
1302,1357 18763 17166 6285 1710 7931 10930 8838 14827 16297
1316,3893 5482 20415 19733 16944 7070 4675 5661 6078 4397
1319,3473 18254 9477 19858 1473 14375 13043 3534 12170 10698
1331,1714 5534 14826 10691 10742 5100 16820 10269 16601 14904
1332,10496 12425 13368 17034 20287 17926 14885 1635 9941 11405
1339,9670 15312 3919 7323 9060 11654 6 2186 10926 18289
1341,8749 14714 4052 3648 16973 4826 15438 20443 20242 15650
1343,13237 13980 6253 17239 14395 10264 18728 10496 11206 6892
1346,4347 8356 18830 8725 770 1944 8138 7256 6343 17042
1350,3242 9246 2551 20232 1271 13052 4253 8672 12744 11011
1353,573 13980 10264 14591 18381 3885 13237 5903 9712 16612
1362,15725 17034 5112 2436 1069 19386 14173 20287 4809 10776
1363,15771 16494 10848 20172 1372 11227 3830 11664 4944 8491
1370,14007 19939 16474 11107 968 11896 2037 11101 17157 18074
1371,9231 2508 12075 6776 56 14907 11759 9003 4148 13803
1374,18904 7157 5925 19858 1551 6409 8347 12708 13940 3750
1379,6569 17709 2085 16128 18352 16477 9083 4281 1933 18316
1383,9051 1056 13787 3700 19773 17699 456 13024 624 15664
1390,17200 11759 4743 4865 18361 8169 1944 11233 10100 11074
1391,13670 3860 1300 11882 3624 14022 5474 13406 16708 2236
1395,14097 17524 11803 7478 4492 8985 5924 13542 16451 13808
1398,13906 8996 2520 13041 13486 4952 10038 6695 10936 7760
1402,17568 10269 15710 2508 20169 1195 14665 15499 482 4113
1404,387 5023 19075 4745 16100 394 2665 9477 6068 19770
1415,1681 12414 16199 104 2084 6712 16630 2811 4323 7065
1417,5700 17748 11227 10446 12472 18798 18244 820 14017 9521
1418,17383 12804 5700 11239 1246 15503 11231 1777 15548 16664
1433,10591 16494 797 5141 2627 15542 8539 8866 11943 10269
1444,6113 7539 1813 16288 19850 1329 9175 11478 16351 6564
1454,16583 20461 3453 9804 12762 10691 2858 10466 20135 8112
1456,12323 765 8021 13251 18358 12997 4433 16163 18945 4355
1463,9060 9670 7323 2186 16861 17764 3413 19205 18057 12226
1473,7577 9034 17420 7400 2418 14233 14453 20571 13783 436
1481,1641 4058 4026 12721 1020 4745 19305 3551 18743 14904
1505,15386 17550 11774 13003 3410 16080 20213 10367 14694 14751
1519,1195 4113 482 5997 14665 13548 17786 17568 12707 15710
1524,14659 18231 20461 17247 9007 6220 17709 17947 877 7907
1526,18804 19590 17226 9749 15923 791 6148 13998 12943 5223
1534,19205 8297 2392 15543 12173 18026 3413 3963 15312 16585
1535,8828 18876 6918 12622 8452 13731 6093 16494 9278 3173
1536,10259 6971 6220 16583 20169 4695 10977 14509 1698 1849
1537,7436 19091 15624 4526 5778 7000 15864 1041 19321 20254
1542,214 7066 17213 13908 17396 19295 20244 13004 20421 11262
1545,19192 6667 2423 3022 14612 2090 2993 17281 18369 1180
1554,20172 8491 411 15771 2497 14008 14826 5572 4401 4288
1560,15312 9670 7323 17764 18289 11654 3413 14679 4255 3832
1570,14395 10496 13980 15578 16471 13237 17239 18728 14309 19385
1573,17154 14714 15650 19243 1373 13424 19638 10100 1316 10300
1579,6113 17138 1813 7133 20458 4475 9175 1329 6614 17732
1580,16432 9731 2216 2235 12716 6760 16663 0 15105 20133
1582,15558 14453 2418 2088 18033 14734 7577 19640 10013 18575
1583,15988 17663 3961 17635 7961 12071 7490 3242 4253 9940
1588,9388 4774 14907 9718 19558 4369 19462 12046 250 10521
1590,15328 7053 2700 1328 5171 10418 18821 14345 17382 8864
1601,16502 20172 7506 8145 4401 11943 10848 20515 2919 868
1609,10848 2497 3830 16502 17584 14008 15771 18920 20134 4401
1627,19602 20169 9778 6823 5463 12284 2980 637 10041 15750
1629,9003 2508 7544 4743 12623 8709 6776 13670 56 12931
1631,15301 17200 8356 16896 1944 2159 8001 16387 15341 15886
1634,8796 16973 1723 19398 13550 20468 5881 8506 4923 7878
1636,13940 1569 3750 4541 1551 18669 4111 1948 20147 277
1637,18599 8709 6868 8466 9231 4199 6776 14430 6704 19340
1639,18987 15386 9093 5746 3410 20351 13734 14694 10367 521
1650,13139 17239 2674 20134 9705 18649 18381 6253 13237 10250
1652,16998 12906 6829 15931 9905 18786 12794 18221 16587 4941
1661,6379 5640 5167 2994 18578 3264 2252 13153 4506 18515
1664,8767 2930 1196 573 648 10250 541 3431 11107 8681
1673,405 8138 17200 14149 1502 11258 1944 12075 8356 4743
1675,13696 6035 15291 4567 10021 5161 10353 17035 6004 6611
1679,7153 6716 14247 660 19838 12908 740 12162 15100 4457
1680,10289 3611 6692 1092 9735 8220 17798 5666 10806 12882
1682,14360 7989 1290 14662 2980 16083 16433 12910 10957 14615
1691,5700 17748 10446 18376 820 18034 14484 1640 4443 9216
1692,11157 12507 1290 6823 18262 20372 308 13624 607 9903
1701,1066 1730 11407 3511 5247 20373 7605 180 7098 17150
1703,10706 4026 5100 15781 1133 4202 10708 3551 15661 7163
1705,9826 541 11070 18074 17157 8953 11850 7009 3463 13894
1707,16387 2159 3903 19814 8001 14571 1591 15341 4543 17984
1710,15988 17663 18645 12071 1271 10442 16552 4253 11880 9471
1712,13034 20555 19576 17826 18982 6263 20362 6919 6859 9578
1713,5112 20287 1069 1899 15725 12425 667 3811 2436 5180
1722,7550 3880 7147 13678 9528 4814 20272 8960 17404 18676
1725,8491 411 1149 14826 5141 4514 14008 7506 2151 15900
1729,7989 3698 14662 14360 3001 4359 6823 16083 16673 1290
1730,3961 3242 9473 5149 9246 6672 15988 18856 7490 4672
1731,1329 10019 19396 7539 1813 16460 17138 1886 10910 553
1734,13980 8229 14309 13237 6253 17239 4364 16471 6981 14591
1736,6157 17281 13524 13154 2999 28 20546 7224 13187 14797
1740,15312 3919 16861 2186 16585 19205 20121 3413 6197 18701
1742,14826 11943 4949 8145 10848 4910 7506 2919 15187 1422
1747,3377 6780 8486 18504 8296 17102 14087 17321 1471 836
1755,11233 5924 14668 4909 362 5649 19590 13542 14714 18617
1766,20295 4401 20263 20172 10848 6103 411 20515 16502 2919
1770,12599 15578 8956 17239 13980 10629 13139 13237 2367 12963
1777,15578 12563 14758 8956 6892 13980 13237 18728 360 17239
1806,19243 4052 8749 3648 14714 11257 12393 1063 13424 15650
1807,8491 14826 13216 797 3830 15771 2497 12436 5572 12278
1814,17383 15548 17748 15392 12804 10446 15503 19135 1826 17345
1820,5817 18040 12066 9229 1247 13862 10975 16008 19890 3855
1821,14591 6253 18728 13237 360 14395 15578 2740 4364 10264
1823,4189 4603 19243 10100 13542 11233 10300 18191 5924 17390
1852,7989 14360 20120 1710 1290 2980 7131 16297 16083 13202
1854,20172 10848 2997 8491 5141 11943 18428 4910 2151 4514
1855,3748 8317 10069 16361 10289 9696 6692 19550 1092 8179
1871,19711 10511 5965 12536 10916 17534 16941 13354 17315 9815
1872,13941 15716 14879 11907 1302 744 11297 16020 17296 10681
1876,2674 9705 18381 13237 15578 18649 8956 541 10264 360
1878,17586 3511 19648 7611 4952 14491 13406 18448 8167 3860
1880,9118 4376 14007 125 6799 19536 1243 5165 11750 5487
1881,13402 2581 3876 4346 8540 12668 1588 16433 5193 1436
1883,4998 15410 12622 2518 7463 222 13731 11774 13202 3410
1885,10706 4026 1587 15781 4202 17346 18332 14378 1133 5359
1898,18254 1012 18615 14213 13043 7739 6409 4710 6985 12708
1900,6667 11006 14612 16298 20349 2090 20131 8608 6472 8400
1903,2144 17494 19192 16254 3022 12888 7963 18369 19871 2423
1904,11496 12311 18743 15498 5924 7460 956 11313 17634 4603
1906,5924 1063 14524 16451 6557 4603 19243 12311 5940 20443
1907,13980 8956 6253 18728 15578 15209 18381 11366 2740 10264
1911,2437 8018 3431 8767 1196 2930 5606 648 8681 2780
1912,16820 17918 1719 8822 7728 12599 5881 9941 8304 9826
1916,15778 1944 18830 11916 12550 7256 8356 17056 4549 14134
1927,8018 8798 5773 19721 18982 19163 9651 15373 1895 6937
1930,10848 15771 7506 1149 5606 14826 868 16502 2919 8145
1939,10691 6776 9231 10977 15090 14443 6971 14904 14509 6220
1944,2551 9940 9473 9246 3242 15722 12868 10442 1271 8731
1948,16484 2203 15442 16802 17189 17150 4014 20079 10901 3304
1953,19462 3624 12931 1300 11882 16708 5474 18275 1060 9253
1957,14149 4023 12286 18040 7197 9229 16008 3855 12066 559
1958,6408 15050 9003 9257 12623 12931 7544 19340 1322 6704
1959,12075 56 9231 8356 17820 16457 8045 1253 11759 11258
1963,13980 6253 8956 3885 13139 4364 14395 16760 17239 11206
1967,6092 15949 2608 13370 13735 18100 115 11837 4309 11530
1969,9163 1641 7506 2627 4765 4745 8112 15090 14904 5141
1978,15312 9670 17764 7323 9060 3413 6 3919 3212 12295
1979,13154 20532 8437 1023 12507 9202 16144 11740 6433 2134
1986,11157 1290 18262 13119 10074 16832 7989 1489 20372 817
1990,10269 797 12510 8539 14826 8828 3173 6584 15900 16494
1993,1385 553 15915 16460 3150 14313 11870 11835 1886 10877
1997,18266 19662 4106 20263 19462 7485 12436 17774 4369 6892
2000,10926 3919 19205 16909 18701 12173 16585 5878 6562 15543
2004,13276 4072 5139 1333 11016 15485 6911 12225 7953 14832
2005,16601 12510 4910 8866 5141 10269 797 2627 10591 2151
2014,723 12718 19699 4807 10041 2317 13452 1482 18627 7394
2015,11282 7000 1041 13155 13622 8112 1951 18547 9804 5674
2022,13593 8342 8618 4704 8033 20444 333 12196 3272 1779
2024,8070 9001 4499 16779 14839 11223 598 471 7074 10763
2031,11744 8152 18874 20282 1149 16890 5905 8934 1020 15771
2032,7506 648 12510 14826 16601 18428 5141 2997 8767 8866
2036,17635 7961 3242 17663 3961 12071 18852 19969 18645 1271
2037,3304 5020 7224 5722 5485 579 12507 9491 16802 13154
2042,4013 3790 11357 5100 16820 16601 6716 19838 20048 9291
2045,14591 13237 13980 8956 3885 15578 14395 360 13139 17114
2057,4998 3410 13202 17550 16080 11794 11774 20120 16316 4580
2061,975 3602 4986 10654 8426 7578 18956 5765 11750 8021
2068,13980 14591 11366 16471 18728 2740 15578 3190 6253 11490
2070,8437 16756 10833 11715 5020 7989 11157 9346 12765 12507
2074,395 4072 19119 5527 18377 6915 14832 5139 10659 11682
2077,4013 3278 3606 7153 11357 14247 19479 5799 14597 7925
2079,7163 637 10269 20169 797 3519 963 17516 13029 37
2080,3519 2151 15542 6444 797 19602 16905 10591 7085 6823
2085,15312 11654 3413 7323 9060 9670 17764 3212 15241 6
2086,1329 10019 15783 12919 1385 10910 17138 9469 9205 19060
2096,16820 5606 2437 8018 12594 16862 3463 3668 7009 1719
2104,4057 13671 6892 5169 11405 11896 8229 3332 5165 18859
2107,16820 7009 8822 6015 2674 5881 13006 10250 2117 10629
2112,1826 15392 11286 15503 19311 19135 16664 2191 15232 17345
2114,6925 3535 19091 5252 18547 20254 15624 4087 7000 11722
2125,2409 19411 18906 10679 5069 4152 4965 19398 15701 9359
2126,3885 13980 18649 360 13139 6253 15578 13237 10264 2674
2134,10496 8229 11896 13452 14885 19662 16471 4809 6981 3347
2137,8956 13980 17239 14591 14309 10496 13237 14758 6253 18381
2142,13593 12587 20444 2596 4834 16866 4510 699 4202 4540
2162,14826 15542 14322 3830 12510 8828 8866 7506 1714 2627
2164,16615 10894 8281 10636 2671 1231 15007 7537 7394 8223
