itemid,mean,dev_std,min,max,sparse
61,0.0013943604, 0.00085523457, 3.615164e-05, 0.003126099, 0.9976253937484856
62,0.0044976175, 0.003320907, 7.1766124e-05, 0.011273691, 0.9981100072692028
63,0.0030021986, 0.0011728731, 0.00049148, 0.0041974336, 0.9988369275502786
64,0.0023224202, 0.0010134297, 0.00010310432, 0.0038815353, 0.9965107826508359
65,0.0035566315, 0.0052996716, 4.777111e-06, 0.07269518, 0.9729585655439786
66,0.0032724917, 0.0011204828, 0.0012633377, 0.004360184, 0.9991761570147807
67,0.0025746073, 0.0032127562, 3.4089622e-05, 0.0365919, 0.9832323721831839
68,0, 0, 0, 0, 1
69,0.003247941, 0.0034397, 4.695023e-07, 0.027112514, 0.9699539617155318
70,0.004784084, 0.0078011546, 2.2757824e-06, 0.056999624, 0.9881754300944996
71,0.0029446932, 0.0034373333, 7.521565e-06, 0.019520642, 0.9893869638962927
72,0.0017352653, 0.0007638213, 0.00033120552, 0.0037830635, 0.998933850254422
73,0.0041991244, 0.008111428, 2.3695326e-05, 0.089282244, 0.977804700751151
74,0.0026272396, 0.0012238201, 0.00037033175, 0.004322731, 0.9971407802277683
75,0.0030433387, 0.0040898817, 8.899719e-07, 0.050246943, 0.9618609159195541
76,0.0026960655, 0.005055429, 6.1988108e-06, 0.035748992, 0.9912769566270899
77,0.002199176, 0.0013345092, 2.582704e-05, 0.0056413678, 0.9947177126241822
78,0.0023491655, 0.0022560272, 2.7402299e-05, 0.014329547, 0.9870123576447782
79,0, 0, 0, 0, 1
80,0.004387689, 0.00789601, 1.4665554e-05, 0.1056013, 0.9498909619578386
81,0.0020550191, 0.0014310885, 1.7308375e-05, 0.006733987, 0.9960746304821905
82,0.0022390876, 0.0033966096, 1.606858e-05, 0.030927157, 0.9903077295856555
83,0.006082673, 0.006610756, 0.00030061897, 0.034662735, 0.9967530894111946
84,0.0029334498, 0.0036457148, 3.1169e-05, 0.058913734, 0.9757208626120669
85,0.006694078, 0.005621147, 2.5290978e-05, 0.023204481, 0.9978192391567725
86,0.0012564798, 0.0011486636, 3.3456415e-06, 0.0043688477, 0.9965592440029076
87,0.0036371215, 0.0008710976, 0.0023225972, 0.004623191, 0.9996123091834263
88,0.0026831692, 0.0034578668, 6.8846094e-07, 0.042174656, 0.984104676520475
89,0.003244023, 0.004097028, 3.6736178e-06, 0.044730276, 0.9763508601889993
90,0.0025532595, 0.0022675479, 1.0393682e-06, 0.020295404, 0.9821177610855343
91,0.0017819258, 0.0015634124, 4.5031716e-06, 0.009975297, 0.9886115822631452
92,0.0037931544, 0.0064490642, 1.1830001e-05, 0.08393051, 0.9832323721831839
93,0.0025727856, 0.0024581554, 3.2812752e-06, 0.015791893, 0.9892900411921492
94,0.0029603594, 0.0021827216, 7.1456784e-06, 0.009618301, 0.9967530894111946
95,0.0037545909, 0.006013162, 8.080067e-06, 0.0514412, 0.9900654228252969
96,0.0029242686, 0.0031890362, 3.6507424e-06, 0.035794474, 0.9761570147807124
97,0.0027963459, 0.0021881207, 0.00017259707, 0.013456477, 0.9978192391567725
98,0.0017900639, 0.0013173769, 6.579598e-05, 0.004724917, 0.9979646232129876
99,0.0019246036, 0.001958234, 7.940321e-06, 0.011826953, 0.9928761812454567
100,0.0041075204, 0.004929951, 1.0211383e-05, 0.027051492, 0.9882238914465714
101,0.0024512988, 0.0028432643, 7.640061e-05, 0.012497819, 0.9976253937484856
102,0.0024031873, 0.0023673854, 2.6233702e-06, 0.014800549, 0.9870123576447782
103,0.0038261062, 0.0047719786, 9.838365e-06, 0.03904598, 0.9789193118488005
104,0.0047796764, 0.008438674, 0.00010027966, 0.05139915, 0.9921977223164526
105,0.0057600075, 0.010148787, 1.7716708e-05, 0.084740765, 0.9918100314998789
106,0.0024777576, 0.0035384642, 2.8107075e-05, 0.020920673, 0.9962200145384056
107,0.0031897412, 0.001790221, 0.0005250102, 0.008897824, 0.9980130845650593
108,0.0028100046, 0.004657715, 4.6845653e-06, 0.058694486, 0.9716016476859705
109,0.0027353829, 0.002909373, 6.122555e-05, 0.016362205, 0.9934092561182457
110,0.0054114736, 0.0077653253, 3.8629394e-05, 0.055055335, 0.991955415556094
111,0.0022987386, 0.0013570332, 5.630737e-05, 0.008079896, 0.9950084807366125
112,0.0025042435, 0.0024120184, 1.20634895e-05, 0.018176813, 0.9906469590501575
113,0.0024364642, 0.0011831115, 4.4323482e-05, 0.004013345, 0.999466925127211
114,0.0018644617, 0.0019419185, 1.2016038e-05, 0.010930984, 0.9935546401744608
115,0.0034526014, 0.005285693, 4.3805063e-05, 0.042501368, 0.991422340683305
116,0.0023421575, 0.0014370498, 0.00033791992, 0.004633014, 0.9994184637751393
117,0.0034649184, 0.005642837, 6.4672154e-06, 0.09507042, 0.9732008723043373
118,0.0026134702, 0.0014086292, 0.00011380124, 0.008501169, 0.9948630966803974
119,0.0015282249, 0.0009958772, 0.00012638775, 0.003612878, 0.99859462078992
120,0.0021431707, 0.0017474078, 1.7654273e-05, 0.011973087, 0.9808093045795978
121,0.0022376075, 0.0022909634, 2.7950446e-05, 0.012902786, 0.9866246668282045
122,0.0017255924, 0.002166224, 2.0594491e-06, 0.021263441, 0.9902592682335837
123,0.003906569, 0.0061454037, 2.5283578e-06, 0.07775812, 0.9733462563605525
124,0.0026463992, 0.0025682247, 2.6594714e-06, 0.017449228, 0.9811000726920281
125,0.0041292286, 0.00799623, 3.3817573e-06, 0.08932479, 0.9711654955173249
126,0.002153078, 0.0018725642, 2.8234397e-06, 0.014269557, 0.9864792827719894
127,0.0024931673, 0.0022464686, 3.1272994e-05, 0.01069848, 0.9976253937484856
128,0.0028264786, 0.0045971647, 2.7915336e-05, 0.034732886, 0.9949115580324691
129,0.0018741029, 0.0011889042, 4.611693e-05, 0.0045779, 0.9983038526774897
130,0.0027584033, 0.0011796033, 0.0011691771, 0.003970958, 0.9997092318875697
131,0.0062598274, 0.007016965, 4.4726752e-05, 0.03881302, 0.9940392536951781
132,0.001601358, 0.001144087, 0.000107615786, 0.0039168424, 0.9990307729585656
133,0.002636432, 0.0026956152, 5.9225815e-05, 0.012573329, 0.9978677005088442
134,0.0030661272, 0.0044007106, 9.540692e-07, 0.033813916, 0.9811000726920281
135,0.0025077986, 0.0014576003, 2.8565528e-05, 0.006732996, 0.9958323237218318
136,0.0033877299, 0.0006227973, 0.0008678736, 0.0036692172, 0.9982069299733463
137,0.0024956893, 0.0019599886, 6.580121e-06, 0.011608498, 0.9958807850739035
138,0.0017734807, 0.0017141383, 3.0592983e-06, 0.012488998, 0.990210806881512
139,0.0042670844, 0.0053979936, 8.6255443e-07, 0.029071644, 0.9900169614732252
140,0.0026672648, 0.0010182717, 8.758916e-05, 0.0037749077, 0.9979161618609159
141,0.004698867, 0.005939723, 0.0003233203, 0.027407454, 0.997722316452629
142,0.0019663076, 0.0013061998, 3.1061376e-05, 0.007142637, 0.993360794766174
143,0.0048315753, 0.0061885393, 2.2091278e-06, 0.038022373, 0.993360794766174
144,0.0022640242, 0.0016889338, 1.3950397e-06, 0.009094277, 0.9866731281802762
145,0.0021771824, 0.0017739692, 2.1202438e-06, 0.012988253, 0.9906469590501575
146,0.002498064, 0.00215899, 3.1274372e-05, 0.021349225, 0.9862854373637024
147,0.0031348066, 0.004541759, 2.536133e-06, 0.061144073, 0.9750424036830627
148,0.0027631589, 0.0034412423, 3.0352381e-05, 0.029944075, 0.9814393021565302
149,0.0069747986, 0.014017925, 7.04966e-06, 0.15376547, 0.9822146837896777
150,0.0038795404, 0.00013308649, 0.0036546313, 0.0039888537, 0.9988369275502786
151,0.002470585, 0.0021510483, 1.8448505e-05, 0.016728101, 0.9892415798400775
152,0.0025962114, 0.0026211434, 9.465441e-06, 0.02612259, 0.9814393021565302
153,0.0024942798, 0.0039396225, 1.1415165e-06, 0.030891145, 0.9895808093045796
154,0.004177444, 0.0005209305, 0.002546775, 0.004414831, 0.9994184637751393
155,0.0026742918, 0.00090428174, 0.0003575564, 0.0045317807, 0.9958323237218318
156,0.0024851449, 0.0024508229, 1.9962674e-05, 0.014751687, 0.9908408044584444
157,0.0046714875, 0.0048857634, 4.2896903e-05, 0.024984555, 0.993893869638963
158,0.0023140304, 0.002887209, 6.546635e-06, 0.020831982, 0.9952023261448995
159,0.0028812122, 0.004842659, 6.0167326e-07, 0.06364549, 0.9708747274048946
160,0.0022263988, 0.0019699468, 2.5809009e-06, 0.01212521, 0.9771747031742186
161,0.0031928308, 0.0051965984, 1.0307983e-05, 0.07776713, 0.9773685485825054
162,0.0019206787, 0.0023529865, 8.200087e-06, 0.019886138, 0.9901623455294403
163,0.004043609, 0.010303398, 2.353477e-06, 0.09729752, 0.9857523624909135
164,0.0019729964, 0.0014267354, 6.2699386e-05, 0.007423532, 0.9952023261448995
165,0.0024106123, 0.0018784865, 0.00017608271, 0.010701719, 0.9950084807366125
166,0.0021613848, 0.0018027532, 5.7618877e-06, 0.012645796, 0.9929246425975284
167,0.002099134, 0.0021882786, 1.3041335e-05, 0.01675563, 0.9895808093045796
168,0.0025370563, 0.0017880643, 5.3082953e-05, 0.01123073, 0.9962200145384056
169,0.009318819, 0.004609478, 0.00026896616, 0.016039126, 0.9982069299733463
170,0.0028424053, 0.0048790434, 2.948616e-05, 0.040953156, 0.9912769566270899
171,0.0029661385, 0.002043637, 3.5582918e-05, 0.012561043, 0.9925369517809547
172,0.0028046088, 0.004493134, 7.3435403e-06, 0.04563151, 0.9858008238429852
173,0.0027960837, 0.004966035, 7.5535473e-07, 0.06702037, 0.976738551005573
174,0.0017679628, 0.0019459306, 3.088056e-05, 0.009995372, 0.9959777077780471
175,0.002782469, 0.00036256152, 0.000806799, 0.003092034, 0.9968015507632663
176,0.0029967208, 0.003560065, 4.832786e-06, 0.02869912, 0.9828446813666101
177,0, 0, 0, 0, 1
178,0.0026631404, 0.002738492, 1.9495658e-07, 0.02661471, 0.9710685728131815
179,0.0021129446, 0.0021827517, 2.5174935e-05, 0.017133078, 0.9948146353283257
180,0.0029557785, 0.0062503098, 7.3175433e-06, 0.04297095, 0.9865277441240611
181,0.0033683956, 0.004243077, 2.3660703e-05, 0.05054298, 0.9663193603101526
182,0.0029497826, 0.0010858766, 0.000613921, 0.0045529935, 0.9983523140295614
183,0.003045516, 0.0038489304, 1.5887405e-05, 0.045180228, 0.9795493094257329
184,0.0023465208, 0.0027031747, 7.1780623e-06, 0.02467351, 0.9943300218076084
185,0.002125698, 0.0016850552, 2.645652e-06, 0.013531392, 0.9945723285679671
186,0.0020044562, 0.0015726791, 7.0906484e-05, 0.010359422, 0.992827719893385
187,0.0033871066, 0.0010822798, 0.0008406076, 0.004629719, 0.9993215410709959
188,0.0011316097, 0.0010327842, 4.1345807e-05, 0.0033103505, 0.9993700024230676
189,0.0020644278, 0.0013880866, 5.9622566e-06, 0.009344096, 0.9901138841773686
190,0.0043059704, 0.0048867026, 0.00018498382, 0.020649856, 0.9983523140295614
191,0.002571426, 0.002475292, 1.7759603e-05, 0.01634877, 0.9784831596801551
192,0.0028211914, 0.0032922428, 9.625791e-07, 0.021887604, 0.9920523382602374
193,0.004453529, 0.009702943, 1.2384213e-05, 0.12826811, 0.9729585655439786
194,0.0017114256, 0.0016946364, 8.996286e-06, 0.00909049, 0.9983038526774897
195,0.004858333, 0.006977857, 1.3600016e-05, 0.04523623, 0.9846862127453356
196,0.004768448, 0.0067119086, 2.1645048e-05, 0.0388172, 0.9867215895323479
197,0.0030518821, 0.0039953347, 3.7537243e-06, 0.03225811, 0.9773200872304337
198,0.0025451537, 0.0026052264, 2.2851951e-05, 0.020545825, 0.9846377513932638
199,0.0026009213, 0.0027845537, 1.6454358e-05, 0.012950599, 0.9913738793312333
200,0.0020307873, 0.0014916885, 2.6906987e-06, 0.00986732, 0.9829900654228253
201,0.003573772, 0.00040432398, 0.0023160677, 0.0038139473, 0.9984976980857766
202,0.003047537, 0.00063262804, 0.0012812569, 0.0035523262, 0.9978192391567725
203,0.002569449, 0.003085051, 2.5725525e-05, 0.02123822, 0.9917615701478071
204,0.0031014176, 0.0047149076, 5.901518e-06, 0.04066325, 0.9863338987157741
205,0.0029755489, 0.002691931, 4.4379703e-05, 0.01565003, 0.9916646474436637
206,0.0018018194, 0.0014473832, 9.066627e-06, 0.010731959, 0.991616186091592
207,0.0027990066, 0.006479501, 2.066633e-06, 0.071373165, 0.9838139084080446
208,0.002117779, 0.0014541924, 3.8056965e-05, 0.0099050235, 0.9944754058638235
209,0.0034960893, 0.0049297917, 5.725005e-07, 0.03523028, 0.9808577659316695
210,0.003517057, 0.001155248, 0.00073916605, 0.0045281327, 0.999466925127211
211,0.0018145822, 0.0011169055, 0.00050767424, 0.0043900586, 0.9993700024230676
212,0.0027121159, 0.0042141667, 6.68149e-06, 0.043474413, 0.9874485098134238
213,0.0017269782, 0.0014272891, 1.0736871e-06, 0.008132258, 0.9918100314998789
214,0.0035149052, 0.0044052913, 6.357236e-05, 0.038506124, 0.9883208141507148
215,0.0028549987, 0.002749427, 7.749935e-07, 0.020322038, 0.9690816573782408
216,0.0038772877, 0.0057752314, 8.808285e-06, 0.05821522, 0.9650109038042162
217,0.0028101073, 0.003653841, 5.8824544e-06, 0.037617467, 0.9807123818754543
218,0.0050249193, 0.009622356, 2.4569386e-05, 0.08858955, 0.9908892658105161
219,0.001883299, 0.0021337338, 2.9412595e-05, 0.01786257, 0.9917131087957354
220,0.0028477844, 0.004060188, 1.3944319e-06, 0.040968638, 0.9823116064938212
221,0.0029555873, 0.0044149924, 1.1540862e-05, 0.029546943, 0.9970438575236249
222,0.0030790023, 0.007691861, 1.5656614e-06, 0.08753518, 0.974654712866489
223,0.0021623417, 0.0017255573, 9.605982e-05, 0.012021873, 0.9956384783135449
224,0.0025590183, 0.0024273072, 8.7015884e-05, 0.011586621, 0.9963169372425491
225,0.0018716473, 0.0014484931, 1.4105505e-07, 0.01012209, 0.9908408044584444
226,0.0030749503, 0.0025897853, 1.1030693e-06, 0.021455947, 0.9917615701478071
227,0.0026837424, 0.0026099074, 6.7709843e-06, 0.020457365, 0.9879331233341411
228,0.0042897994, 0.006966343, 7.753959e-06, 0.0772817, 0.982166222437606
229,0.0037032492, 0.006036987, 1.1619905e-05, 0.07362561, 0.9547855585170826
230,0.004394351, 0.0027574657, 0.0025715628, 0.013309425, 0.9989823116064939
231,0.0010699949, 0.00074114586, 2.7856155e-05, 0.0026087554, 0.9986915434940635
232,0, 0, 0, 0, 1
233,0.0036149167, 0.0063902037, 2.1581587e-05, 0.035339177, 0.9939907923431064
234,0.0033792353, 0.0038568103, 1.01088135e-05, 0.021694088, 0.9915677247395203
235,0.005236036, 0.011743976, 1.3029209e-05, 0.11258288, 0.9909861885146596
236,0, 0, 0, 0, 1
237,0.0027050509, 0.0026445196, 7.686752e-05, 0.01702594, 0.9945238672158954
238,0.002391138, 0.002356297, 1.0863126e-05, 0.019103818, 0.9868185122364914
239,0.0029665935, 0.0011075533, 0.00034414013, 0.004592855, 0.9980615459171311
240,0.0019737168, 0.0013854232, 7.484239e-05, 0.0084287105, 0.996850012115338
241,0.0035261742, 0.0017721558, 0.0004893173, 0.004771789, 0.9998061545917131
242,0.0031902597, 0.0008536223, 0.0004913596, 0.004680193, 0.9976738551005573
243,0.0038053128, 0.0022189012, 0.0017930724, 0.011429199, 0.9993215410709959
244,0.00292285, 0.0042552636, 6.5677395e-06, 0.037117228, 0.9861400533074873
245,0.0025829473, 0.0029063707, 1.9633557e-05, 0.023899242, 0.9845408286891204
246,0.0042775753, 0.00015407901, 0.003961065, 0.004445217, 0.999466925127211
247,0.0027233413, 0.0027173306, 4.648571e-06, 0.018674856, 0.9786285437363702
248,0.0016284063, 0.0014262546, 2.9493006e-06, 0.009992573, 0.9935546401744608
249,0.0015763568, 0.0014151583, 7.3109454e-06, 0.010024301, 0.9953961715531864
250,0.0031967622, 0.004936717, 9.041823e-06, 0.06265993, 0.9818269929731039
251,0.0021689036, 0.0014014333, 4.622387e-06, 0.0040517785, 0.9980615459171311
252,0.0023426863, 0.0011591777, 4.6567046e-05, 0.0042714938, 0.9976253937484856
253,0.0027712365, 0.0005362252, 0.0010735131, 0.0032635492, 0.9970923188756966
254,0.0024456803, 0.0009368556, 9.0822534e-05, 0.0036152361, 0.9974800096922705
255,0, 0, 0, 0, 1
256,0.002566031, 0.00138027, 0.00011131609, 0.0055259294, 0.9970923188756966
257,0.0030158886, 8.0343045e-05, 0.0023890964, 0.003028496, 0.9969469348194815
258,0.0023640955, 0.002889914, 4.453596e-06, 0.02237011, 0.9875938938696389
259,0.006066399, 0.00810446, 0.00031537682, 0.031778518, 0.9974800096922705
260,0.0028276306, 0.003143027, 4.6600135e-06, 0.02529604, 0.9747516355706324
261,0.002665244, 0.0030843406, 3.0023723e-06, 0.024968322, 0.9842500605766901
262,0.0037456385, 0.00015176163, 0.0032586774, 0.003834958, 0.99859462078992
263,0.0024884874, 0.0046826294, 3.6378092e-06, 0.07538184, 0.9779985461594378
264,0.0025942214, 0.0017207097, 6.764786e-05, 0.01042533, 0.9980615459171311
265,0.0019187949, 0.0012427357, 5.666576e-05, 0.0045079784, 0.9920038769081657
266,0, 0, 0, 0, 1
267,0.0020449825, 0.0010679687, 0.0004514319, 0.004517992, 0.9992730797189242
268,0.0051277233, 0.0075098313, 3.897098e-06, 0.055499412, 0.9808577659316695
269,0.0032494965, 0.00130964, 0.00038239703, 0.0039775684, 0.99859462078992
270,0.0047234492, 0.005613669, 3.5470803e-05, 0.030606888, 0.9972861642839835
271,0.0032728233, 0.00014308795, 0.002705414, 0.0033545226, 0.9976738551005573
272,0.0029777524, 0.0044968417, 1.43235475e-05, 0.05524131, 0.9768354737097165
273,0.00262242, 0.0019389987, 4.965754e-05, 0.0129047185, 0.9959292464259752
274,0, 0, 0, 0, 1
275,0.0031421813, 0.0028253105, 4.1514115e-05, 0.011680529, 0.9980130845650593
276,0.0019125227, 0.0009947177, 4.706432e-05, 0.0039725853, 0.9989823116064939
277,0.004288845, 0.0059082387, 2.2174067e-06, 0.05594679, 0.958565543978677
278,0.0046141664, 0.0026071726, 0.0013205184, 0.012920421, 0.998933850254422
279,0.003354129, 0.0034614352, 9.927772e-05, 0.019937431, 0.9929246425975284
280,0.0046834904, 0.006436439, 5.0565774e-07, 0.06134985, 0.9607463048219045
281,0.0035825805, 0.0055833394, 5.8809896e-06, 0.058224704, 0.9743154834019869
282,0.002861715, 0.002297181, 7.548467e-05, 0.018939527, 0.9916646474436637
283,0.0035389827, 0.0027903097, 0.00038867237, 0.011907996, 0.9969469348194815
284,0.0031920406, 0.00092144776, 0.001165612, 0.004450402, 0.9995638478313545
285,0.003323622, 0.007152812, 3.1224795e-06, 0.077750064, 0.9799370002423068
286,0.001998966, 0.0012107661, 1.40598495e-05, 0.0040982636, 0.9981100072692028
287,0.003580165, 0.0009066499, 0.0015735447, 0.0045212507, 0.999466925127211
288,0.002824394, 0.0029412673, 3.2348692e-06, 0.016559929, 0.9886600436152169
289,0.0021501246, 0.0024289729, 3.4678822e-05, 0.023694044, 0.9887569663193603
290,0.002608029, 0.001331871, 0.00026861567, 0.0042395005, 0.9987400048461352
291,0.0039577885, 0.0024723315, 0.0011358222, 0.00825552, 0.9994184637751393
292,0.0026371023, 0.0025010435, 9.4667956e-07, 0.01925457, 0.975187787739278
293,0.0016437153, 0.0012321725, 1.4755136e-05, 0.0060557295, 0.9959292464259752
294,0, 0, 0, 0, 1
295,0.0035510964, 0.000991244, 0.0013777983, 0.0045581707, 0.9990307729585656
296,0.0026141938, 0.0028286113, 5.0928875e-06, 0.026470382, 0.9822146837896777
297,0.004037884, 0.00041565817, 0.0026963297, 0.0042312485, 0.9991761570147807
298,0.0027748833, 0.0032207305, 5.1535576e-06, 0.026283333, 0.9927792585413133
299,0.00360758, 0.0055392175, 1.0650444e-06, 0.054590363, 0.9762054761327841
300,0.002118349, 0.0015661046, 2.825254e-05, 0.011541731, 0.9944754058638235
301,0.0021996335, 0.001649977, 0.0001445455, 0.007832677, 0.9976253937484856
302,0.003141076, 0.0044322046, 5.41148e-06, 0.070593536, 0.9671916646474437
303,0.0021028947, 0.003135452, 1.2569483e-06, 0.04507387, 0.9791131572570875
304,0.0020784503, 0.0013500109, 1.267807e-05, 0.009226939, 0.9923431063726678
305,0.0026746115, 0.0037209971, 2.6279624e-05, 0.033841457, 0.9915677247395203
306,0.0027541567, 0.0030302696, 8.837195e-06, 0.024182135, 0.9812454567482433
307,0.0026548598, 0.0009430111, 0.00045620938, 0.0041899425, 0.9969469348194815
308,0.0042586094, 0.0054984316, 1.7548075e-05, 0.05768274, 0.9502301914223407
309,0.0019802602, 0.0011918877, 3.079093e-05, 0.004702398, 0.9978677005088442
310,0.003310279, 0.004016569, 8.982256e-06, 0.024293197, 0.991955415556094
311,0.0022516903, 0.001252212, 0.00021251642, 0.0037957078, 0.9975769323964139
312,0, 0, 0, 0, 1
313,0.0020344467, 0.001557117, 6.880315e-05, 0.008267075, 0.9969953961715532
314,0.002347818, 0.0013720611, 0.0001986781, 0.0062408363, 0.9949600193845408
315,0.0035528156, 0.0052514593, 7.5884022e-06, 0.056956425, 0.9699539617155318
316,0.0037299318, 0.006169327, 1.690079e-05, 0.065732576, 0.9552217106857281
317,0.0038671603, 0.0057739317, 7.5452554e-08, 0.047527324, 0.9716016476859705
318,0.0038234019, 0.006121024, 1.7605597e-08, 0.06403022, 0.9803246910588805
319,0.0022350042, 0.00236412, 2.6177773e-05, 0.013788467, 0.9965592440029076
320,0.0034701086, 0.0010143146, 0.0010264283, 0.004527472, 0.9988369275502786
321,0.0027220459, 0.0024125387, 1.1285824e-05, 0.012325595, 0.995105403440756
322,0.0027110393, 0.00091217196, 0.0004753335, 0.0034606725, 0.9973830869881269
323,0.0039384756, 0.004805621, 3.4581364e-05, 0.03171765, 0.9848315968015507
324,0.0031693708, 0.0007894062, 0.00055066735, 0.0036237796, 0.9980130845650593
325,0.002596941, 0.004528391, 5.6238496e-06, 0.053573754, 0.9889023503755755
326,0.0016993408, 0.0010653024, 0.00018694108, 0.003926866, 0.9979161618609159
327,0.002762879, 0.0018032955, 9.585708e-05, 0.008231654, 0.9976253937484856
328,0.0025602924, 0.0042554094, 0.00018874464, 0.02951363, 0.9966077053549794
329,0.0028008162, 0.001390665, 4.782883e-05, 0.009406681, 0.9958807850739035
330,0.0025368517, 0.0012438694, 0.00049293024, 0.009923225, 0.9957838623697601
331,0.0034258277, 0.00039872967, 0.002054512, 0.003655905, 0.9982069299733463
